datetime,open,high,low,close
2024-01-20,2.25001449916983,2.2986922093601185,2.2465654262605783,2.2465654262605783
2024-01-21,2.2621886455461193,2.5786365121812413,2.222221201925076,2.5557301100605976
2024-01-22,2.6272260266963907,2.7038641964571317,2.385785732873448,2.4900757710018064
2024-01-23,2.425881253203759,2.498152875426121,2.2284841399225153,2.4427673367031293
2024-01-24,2.6258664406717696,3.1698312658422747,2.535736257370359,3.1698312658422747
2024-01-25,3.2396051115207936,3.262144294424298,2.9497429054853197,3.028794333322698
2024-01-26,2.9641177829740095,3.421973186266484,2.886474578782981,3.4021255189914448
2024-01-27,3.4827322512143217,3.819155335131067,3.3652038170677914,3.618765474256104
2024-01-28,3.598412623778251,3.8237191736420697,3.478469582296008,3.485403813739816
2024-01-29,3.4774734230926114,3.760770687642713,3.4556819669455114,3.718168974801524
2024-01-30,3.7044304343974437,3.761315618618755,3.494927828568186,3.497271765239045
2024-01-31,3.376346925389921,3.4356792982780986,3.0609968648300994,3.087088896252984
2024-02-01,3.0271310191031833,3.1631956718167435,2.927151769219999,3.033970862940551
2024-02-02,3.026826847882554,3.0699394899197623,2.9358094123065417,3.0499023766402797
2024-02-03,3.0326520609408565,3.0561435283840583,2.8810411151814304,2.8810411151814304
2024-02-04,2.873934482132294,2.873934482132294,2.6531928141499392,2.6531928141499392
2024-02-05,2.6167953344965165,2.834006752286374,2.5283592010327864,2.6801804411519288
2024-02-06,2.733057347726742,2.733057347726742,2.6046516294424293,2.6046516294424293
2024-02-07,2.5852623293359875,2.7915271039330696,2.5486737679979883,2.761195153169843
2024-02-08,2.7487841112580913,2.9129452765783546,2.732095493626245,2.7372248454099464
2024-02-09,2.7195898204482294,2.8252151453645022,2.7188046028135164,2.8189530386200907
2024-02-10,2.791050583733498,2.937984590475954,2.791050583733498,2.8424345361100927
2024-02-11,2.8304057361941637,2.9885931137314588,2.8304057361941637,2.8585735419834712
2024-02-12,2.8501026634050324,2.934749386658762,2.719922091180643,2.900379963904758
2024-02-13,2.8806209568044054,2.888331091407076,2.70187691450527,2.7595931453276776
2024-02-14,2.7694016078448445,3.1091367223094655,2.732417263933362,3.1091367223094655
2024-02-15,3.121177984093439,3.1476621299133805,2.961051937169311,2.9746217633543823
2024-02-16,2.9894998035099154,3.0708510112435765,2.92726570865126,2.954704108464644
2024-02-17,2.9699760189099735,2.9699760189099735,2.815187764046235,2.8906775577908626
2024-02-18,2.914813096557993,3.0592544371388515,2.882315935147662,3.0127749916715785
2024-02-19,2.9753143364737733,3.143674224468185,2.9753143364737733,3.1147675465684825
2024-02-20,3.115884061206454,3.1890164815928146,2.98879489586644,3.132967637590149
2024-02-21,3.1139856771665317,3.215048923327458,3.0198759196398983,3.215048923327458
2024-02-22,3.2015313336444873,3.453224317943211,3.0859154299290017,3.3192964621342793
2024-02-23,3.2477313074057594,3.26791629090138,2.9804075319727277,2.9804075319727277
2024-02-24,2.9750476118430984,3.006143739360241,2.7959606900042564,2.988216847170943
2024-02-25,2.967807597791584,3.0311456304184565,2.9409485586225546,2.9409485586225546
2024-02-26,2.9446308537176353,3.0425766165561043,2.8745760822313593,2.9958578572965644
2024-02-27,3.0539964073723005,3.0539964073723005,2.851919796609869,2.9044405265046924
2024-02-28,2.905559181761466,2.947401763241037,2.6506396607049276,2.6999086091010005
2024-02-29,2.6852186747984734,2.8447453529016515,2.6191143821674707,2.6191143821674707
2024-03-01,2.6587435018470122,2.799095192595046,2.6587435018470122,2.799095192595046
2024-03-02,2.7835953330656795,2.889975283221238,2.7643440093845735,2.889975283221238
2024-03-03,2.8991755141577986,3.0058048986006067,2.8415664383221504,2.8422874900776733
2024-03-04,2.844808667313252,2.8753636507215887,2.697782659612932,2.7718250029051203
2024-03-05,2.751200868968125,3.125767755725195,2.641820653754727,2.727964633720271
2024-03-06,2.831538585796734,3.0968866624642986,2.799587413547866,3.0908558601106266
2024-03-07,3.1295290288648197,3.612484825720697,3.1295290288648197,3.5532318626005037
2024-03-08,3.470736377292393,3.592267215838799,3.4702952506484595,3.592267215838799
2024-03-09,3.5400700364423785,3.7216806087143692,3.495730580847342,3.507027703737328
2024-03-10,3.5741540778596352,3.6103097506656185,3.4130414805664366,3.475016621043563
2024-03-11,3.5064088198624073,3.9063431703892477,3.387870736612707,3.9063431703892477
2024-03-12,3.8637198339849634,4.029753733002201,3.62705642358575,3.8582438277958575
2024-03-13,3.904190547584282,4.035627900280217,3.7277732964416033,3.7350084751953023
2024-03-14,3.744448298817235,3.7806041181949093,3.4680274902244457,3.5789160716001227
2024-03-15,3.6191187572571812,3.6195817671486616,3.169097463555053,3.349138224234541
2024-03-16,3.3408780658115336,3.468253959937066,3.0224123915467924,3.05131666749377
2024-03-17,3.101066118433481,3.205908591829104,2.9936538012644287,3.2008285897494244
2024-03-18,3.1751552602135935,3.2227562416991318,2.8746553456870956,2.912080481371465
2024-03-19,2.9095592785284223,2.97234910964401,2.6397887824835404,2.7363962551894767
2024-03-20,2.7496156608596634,3.055323177977526,2.693526848744842,3.032160991046221
2024-03-21,3.0415419656002483,3.1715190900958823,3.025745232780257,3.1007497645001476
2024-03-22,3.107609194077851,3.1666869694367175,2.89352254833624,2.94349123915667
2024-03-23,2.978985712890115,3.0795491379540407,2.9668109299026817,3.0209875658602825
2024-03-24,2.9697115957803257,3.0923262115903323,2.929093857895789,3.0923262115903323
2024-03-25,3.0763764272227205,3.229347374985391,3.0461534960211187,3.2080274861559697
2024-03-26,3.1860567526600887,3.356100759912589,3.089613966281371,3.1301643341178513
2024-03-27,3.168263485759923,3.2552511232248817,3.0659621024468464,3.0986303778469124
2024-03-28,3.090647478371244,3.1681207429162392,3.0279148593678826,3.161949516842703
2024-03-29,3.1690394094802303,3.1690394094802303,2.970473733747378,2.9960193681445872
2024-03-30,2.999162737032375,3.022083337904351,2.9214448158682003,2.9214448158682003
2024-03-31,2.9312944162816383,3.006833970227281,2.923332851276172,2.982505424992014
2024-04-01,3.015969942077861,3.046892408121339,2.7902822687074456,2.8452647316895954
2024-04-02,2.8437437612363263,2.8437437612363263,2.712858298221084,2.762333073835279
2024-04-03,2.7315875056480463,2.8414438348367046,2.677118573491328,2.740383302153576
2024-04-04,2.723406132777661,2.9394063705659668,2.687994688946614,2.8303279087193842
2024-04-05,2.8328092109095837,2.849599743535622,2.6643864541548155,2.7149896091491708
2024-04-06,2.7103515740721122,2.829971622276202,2.7103515740721122,2.829971622276202
2024-04-07,2.8102233670716315,2.9711249478349715,2.8102233670716315,2.94089568732998
2024-04-08,2.97427060703371,3.044568163108591,2.8885748216549625,3.0254077745525616
2024-04-09,3.022475352303225,3.022475352303225,2.7425051401785616,2.7669566009998503
2024-04-10,2.735949806407779,2.787372765731613,2.6425148905991223,2.7430624934051693
2024-04-11,2.7519226017558203,2.7665403615741826,2.640881924901232,2.6523711020448784
2024-04-12,2.6581900571005272,2.7081861569483037,2.0407342676602522,2.0424167568391733
2024-04-13,2.125633879528027,2.261110630567619,1.6791549396102483,1.8719961780678545
2024-04-14,1.8638121759091597,2.131078396230625,1.8239631522980941,2.131078396230625
2024-04-15,2.112380526391316,2.1864819895564476,1.889485094808155,1.9777237410617488
2024-04-16,1.9649484790355025,1.9912158675376215,1.8829284120359018,1.9819403165497647
2024-04-17,1.9652438188994752,1.9759314142858055,1.8395991070400963,1.8470506081953442
2024-04-18,1.8242683022908206,1.8429073354586027,1.744088125792312,1.8296690950660366
2024-04-19,1.82704159171049,1.872477766879269,1.688134773784185,1.8597702146999076
2024-04-19,1.84481574467672,1.8568599995406772,1.803036824485081,1.803036824485081
2024-04-20,1.8030356494626558,1.9921512600645341,1.7953392355889353,1.9678403594340554
2024-04-21,1.9851754088658944,1.9851754088658944,1.9076307540058923,1.9362871059746907
2024-04-22,1.9287219124246227,2.042449653234794,1.9208802786416597,2.042449653234794
2024-04-23,2.0234643880445735,2.0484520899417658,1.9391908901948351,1.9391908901948351
2024-04-24,1.9326328155979071,2.023752463872435,1.8141948609649154,1.8141948609649154
2024-04-25,1.8147270533204292,1.8641850554187536,1.7557095439655215,1.8208547359276694
2024-04-26,1.816464684686298,1.8182320055451902,1.7342153839703103,1.7342153839703103
2024-04-27,1.7429183081683532,1.7879056818992707,1.7034011194310477,1.7879056818992707
2024-04-28,1.8147925532071276,1.8729407994658063,1.7854921221728128,1.7854921221728128
2024-04-29,1.7673672136079215,1.808498905347083,1.711563677869398,1.808498905347083
2024-04-30,1.8042916200391117,1.8182289129750688,1.6196889522370574,1.712042432612729
2024-05-01,1.7040609079553761,1.7040609079553761,1.5443099400464877,1.6395961140417175
2024-05-02,1.6442986868433895,1.7300413376698507,1.5943961118476413,1.7210137906939125
2024-05-03,1.704296964400627,1.8019854813060274,1.691250548161773,1.7976741935797877
2024-05-04,1.7961219109673643,1.8228730770436807,1.7785830277691956,1.7785830277691956
2024-05-05,1.7765521123149433,1.845231535244103,1.7332531753001554,1.8105008181336195
2024-05-06,1.824034616911222,1.8852557195570152,1.7492825893026964,1.7492825893026964
2024-05-07,1.7389734555783436,1.7585239077391073,1.6971447969023328,1.6971447969023328
2024-05-08,1.6807542855464326,1.6853148875222759,1.6292694899525566,1.6436037105931487
2024-05-09,1.649653329826455,1.7243438797008055,1.6257954962087826,1.7243438797008055
2024-05-10,1.7122856411529046,1.7246079997943429,1.625604492990872,1.647656104276345
2024-05-11,1.6506717482850815,1.6758576395475229,1.6435382902933426,1.6448773964744403
2024-05-12,1.6412875146752497,1.6591744075103174,1.627124602966747,1.6294219931445715
2024-05-13,1.629202564711096,1.6535979599590325,1.5458210058882558,1.5947086660893506
2024-05-14,1.5960398613796587,1.6001068170202704,1.539182919023112,1.539182919023112
2024-05-15,1.5364017977930016,1.6372476540392729,1.5364017977930016,1.6301786444484203
2024-05-16,1.6247383948485488,1.6460927621580945,1.5442725820506993,1.5516746990797519
2024-05-17,1.552732601578005,1.614086989140433,1.5479591552741045,1.5884810998021406
2024-05-18,1.5829202390454509,1.6701763536725796,1.5743277603146268,1.5743277603146268
2024-05-19,1.5746994712675806,1.5897913812754945,1.432792817040433,1.4435866902822436
2024-05-20,1.4420608755936095,1.6220790121795146,1.40978972164404,1.6220790121795146
2024-05-21,1.6378582028027855,1.678431502516048,1.6103119838266453,1.6649969663633657
2024-05-22,1.668876246594165,1.668876246594165,1.557383847582529,1.607966052389842
2024-05-23,1.6051634979128262,1.8104975123180282,1.6051634979128262,1.790352201494535
2024-05-24,1.775546759400665,1.827902331593191,1.690179891085888,1.730969902113345
2024-05-25,1.7333805496373804,1.7647546062887027,1.7091561832021598,1.715437888997447
2024-05-26,1.7103648931232536,1.7288639126356933,1.6913941767425849,1.7288639126356933
2024-05-27,1.7029283184255652,1.81089895592929,1.7029283184255652,1.8012960154763946
2024-05-28,1.7920675983037324,1.846653806367896,1.7182020254103532,1.82680697545704
2024-05-29,1.828286394919288,1.8491575376801712,1.754415077617971,1.754415077617971
2024-05-30,1.7486649890546129,1.7879465957939413,1.7136059508819095,1.7378088267833018
2024-05-31,1.7387308457886463,1.7878430105048957,1.7337937221783888,1.7376942624720406
2024-06-01,1.739085265004949,1.7653619672489727,1.7137349122877958,1.7653619672489727
2024-06-02,1.7621892437106443,1.8350158070428357,1.7621892437106443,1.776444927811731
2024-06-03,1.7831343222893474,1.8180960181555115,1.740387794147142,1.741159747397879
2024-06-04,1.7361122748590383,1.792969362234061,1.7323581181030807,1.764146602292294
2024-06-05,1.7722681825678477,1.872271837096203,1.7722681825678477,1.8341740238810795
2024-06-06,1.842812774499367,1.8603747156483639,1.7877619722904992,1.8057211170835472
2024-06-07,1.7977074967183362,1.8153162082949124,1.5783383049213595,1.602385052549837
2024-06-08,1.6002328418323308,1.632276612486497,1.5244440289799719,1.5244440289799719
2024-06-09,1.5324719169395018,1.5870533696179103,1.525400500632617,1.583468529518176
2024-06-10,1.587972871950548,1.587972871950548,1.5113562057910261,1.523048561760455
2024-06-11,1.5211436732635162,1.5211436732635162,1.4161602503804338,1.4269512622614677
2024-06-12,1.4187138815695495,1.5072267152084589,1.3871175298277656,1.4523584092916624
2024-06-13,1.4484950806274355,1.4484950806274355,1.3651386814186863,1.3729342817254166
2024-06-14,1.3853517140980445,1.402920956697524,1.229346340372477,1.247169896487579
2024-06-15,1.2474556149017757,1.29799396192431,1.2474556149017757,1.275528015650952
2024-06-16,1.2749633953551225,1.2902456770444324,1.2471530316447441,1.2902456770444324
2024-06-17,1.2856728819719958,1.2856728819719958,1.1677529634102932,1.1677529634102932
2024-06-18,1.1565319579166518,1.1565319579166518,0.9828904452681626,1.0202458635153555
2024-06-19,1.0174854736755385,1.0489413682898923,0.976853168965284,1.0003047026906966
2024-06-20,0.9996229468216415,1.0603617513244428,0.997027367871584,1.0113496975897664
2024-06-21,1.0154253590484315,1.031166254192997,0.9929254076841926,1.0001349979605854
2024-06-22,0.9999064586749808,1.0167335665424502,0.9892554818990216,1.0045135671832999
2024-06-23,1.0003991201011737,1.028197034663318,0.9650552354673201,0.9650552354673201
2024-06-24,0.9628842793055467,1.0128210238975428,0.9294152318264901,1.0115548568011292
2024-06-25,1.0184264173587276,1.052486378462363,1.0184264173587276,1.0391958692250167
2024-06-26,1.038533040084307,1.0474566202932354,0.988435343487434,1.0024648007561148
2024-06-27,1.0002732219088755,1.1470740752128412,0.998440650231448,1.0921247925180746
2024-06-28,1.0738730257943336,1.0738730257943336,0.9935393883865661,0.9935393883865661
2024-06-29,0.9929177655624344,1.0311337983911253,0.9929177655624344,1.0137331701525878
2024-06-30,1.0097351241382668,1.0490840536160735,0.9963350261131784,1.0490840536160735
2024-07-01,1.0491649695665244,1.0684669772443125,1.0174643298428614,1.0174643298428614
2024-07-02,1.0149852122015148,1.0158127310199176,0.9971252446369757,1.0158127310199176
2024-07-03,1.0200517075854276,1.0200517075854276,0.9663166777867904,0.97003432231625
2024-07-04,0.9748456487989825,0.9748456487989825,0.9095896782610584,0.9177954188348469
2024-07-05,0.8913482748296663,0.8913482748296663,0.73130494809216,0.7578777252384465
2024-07-06,0.7491649147571562,0.837526739602979,0.7361015370844909,0.837526739602979
2024-07-07,0.8309201495644757,0.8323862139036892,0.7878060398130987,0.7878060398130987
2024-07-08,0.7823433468176161,0.8797411470055637,0.7566908310766596,0.8453544524864468
2024-07-09,0.8484247307305212,0.8553696696009347,0.8349110187162254,0.8492773208118312
2024-07-10,0.852487718301441,0.8850660816747499,0.8438730795247421,0.8618582665574238
2024-07-11,0.8646022181243461,0.8782894263243644,0.8219623774943265,0.8219623774943265
2024-07-12,0.8145303370951389,0.8573889846719939,0.803325639283818,0.8508639490144362
2024-07-13,0.8517135572916009,0.8615724441550758,0.8368101241450779,0.8510870889003842
2024-07-14,0.8441241252431486,0.8697507063965444,0.8336801818515458,0.8697507063965444
2024-07-15,0.8712251531426914,0.918527145634109,0.8712251531426914,0.918527145634109
2024-07-16,0.9303133110885857,0.9321825874978142,0.8814102030444186,0.9236936010660315
2024-07-17,0.9254651184338841,1.0275553542612266,0.9254651184338841,1.0145342118043335
2024-07-18,1.0236108280279639,1.07201928310766,1.0077200798996988,1.0233756372827254
2024-07-18,1.0298285821900501,1.0298285821900501,0.991521962275022,1.0140385558246963
2024-07-19,1.0127982925165377,1.0371065468371197,0.9753424571893818,1.0300646395875201
2024-07-20,1.033564810895647,1.055589377674602,1.0167257277366875,1.0167257277366875
2024-07-21,1.0189112623049006,1.0415810969596453,0.9781229560590337,1.0415810969596453
2024-07-22,1.051233801882805,1.0985130997430468,1.004865057064807,1.004865057064807
2024-07-23,1.0072146082580522,1.0453213688311906,0.9714461558967971,0.971959042496684
2024-07-24,0.968254345471142,0.9801714785376647,0.9135222346962135,0.9135222346962135
2024-07-25,0.9092657885960581,0.912419899461322,0.8725688167366524,0.9047879650261506
2024-07-26,0.9105589299657058,0.9756208486114152,0.9105589299657058,0.9718568460456725
2024-07-27,0.9730214954608839,1.0461961568868487,0.9630534922354431,1.0101544857193046
2024-07-28,0.9897033988053899,0.9980118133147208,0.951890033531092,0.955268295593181
2024-07-29,0.9599626565467461,1.0093946068237953,0.9441442831882096,0.945443679996162
2024-07-30,0.942658030416957,0.9706279745655333,0.9138608778242236,0.919672072863736
2024-07-31,0.9197086131084959,0.9556159974881905,0.9058481958754201,0.9086789025154092
2024-08-01,0.9095866312788091,0.9204757112116547,0.8175121080276255,0.8847123366724322
2024-08-02,0.8936103960054897,0.9098353733113432,0.8095575370702506,0.8095575370702506
2024-08-03,0.8099375900980682,0.8150157682849304,0.7422435787473242,0.7497839095413662
2024-08-04,0.7529430522055122,0.7662598398243656,0.6779273524346281,0.687131599159713
2024-08-05,0.6882426478692738,0.6882426478692738,0.5675504413179793,0.6280310744994165
2024-08-06,0.6564324370267638,0.6889144895728958,0.6538313018223634,0.6771895800142224
2024-08-07,0.6688911528672878,0.6915304738558373,0.6478551881268793,0.6492983104327947
2024-08-08,0.6458163956995642,0.7333153716819505,0.6389575417137093,0.7333153716819505
2024-08-09,0.7367646172181469,0.7367646172181469,0.710776955539,0.7176858534012744
2024-08-10,0.7247383368096721,0.7330987981764566,0.706807293294908,0.7328919397973871
2024-08-11,0.7323246162905653,0.7395108047271552,0.6739731320155441,0.6739731320155441
2024-08-12,0.6716874175577134,0.7572387804923668,0.6716874175577134,0.7256710406432288
2024-08-13,0.7352955267743687,0.7489117994955956,0.7094018924844514,0.7389602767975765
2024-08-14,0.7360182971053513,0.7379590206740502,0.6965391644733662,0.7070950422481307
2024-08-15,0.7077884896904972,0.7229650361393135,0.6704239018754128,0.6840233115433603
2024-08-16,0.688166051353066,0.6912978776949357,0.6609460603873527,0.6822025272512804
2024-08-17,0.6831743819911313,0.6864890822983104,0.6713464205625438,0.6820223640764691
2024-08-18,0.6857185066659379,0.7137203975444306,0.6772019032836575,0.7106799546577824
2024-08-19,0.6929558306155725,0.7011904148296991,0.6832444726915443,0.7011904148296991
2024-08-20,0.7039796821894266,0.731620081065354,0.7019982578830544,0.7150763234728255
2024-08-21,0.7126367261891535,0.7439861340395386,0.7073612853829576,0.740767849094625
2024-08-22,0.7414961601246239,0.7492870284177705,0.733242092451698,0.7398413597256529
2024-08-23,0.7437412206694195,0.8135582109313046,0.7437412206694195,0.8135582109313046
2024-08-24,0.8091482283986755,0.8531857335649018,0.7996274792462137,0.8277904843008189
2024-08-25,0.834095205880229,0.844165463799516,0.7846277084827686,0.8388734873584278
2024-08-26,0.8288908336508205,0.8288908336508205,0.754233167876451,0.758478706315518
2024-08-27,0.7537137357830339,0.7750466592503835,0.6925635304689429,0.697864481519984
2024-08-28,0.6959562463838657,0.7251086086753267,0.6858447307590294,0.6885865190479296
2024-08-29,0.6976689988869984,0.7121435535599648,0.6755878977637781,0.6803043351978393
2024-08-30,0.6864737525897069,0.6864737525897069,0.6379375059900761,0.6674820780601529
2024-08-31,0.6753726706486672,0.6753726706486672,0.6429296566991203,0.6478169854342685
2024-09-01,0.6482108665430999,0.6482108665430999,0.6067940734897038,0.6067940734897038
2024-09-02,0.6116630625684234,0.6634990853793308,0.6116630625684234,0.6634990853793308
2024-09-03,0.6587585650318679,0.6658328811866944,0.6194062440259406,0.6194062440259406
2024-09-04,0.6219316404327652,0.6540759301865366,0.5968273851532435,0.6516498007447266
2024-09-05,0.6475609335017758,0.6512872277301577,0.6251570699639387,0.6292154633299045
2024-09-06,0.6274427730553968,0.6467160111186214,0.5970648159912615,0.6112251476369357
2024-09-07,0.6139915621247628,0.6438647428443701,0.6139915621247628,0.6251116640501377
2024-09-08,0.6276507663678573,0.6587807239378634,0.6276507663678573,0.656827731532616
2024-09-09,0.6577709996040191,0.6803107915864505,0.6483123599035443,0.6793423260392771
2024-09-10,0.6733184197227794,0.706316325367705,0.6682423971504728,0.7021520673708854
2024-09-11,0.6984548557782603,0.6984548557782603,0.6572052932567919,0.6670268057093441
2024-09-12,0.6644404497417362,0.6749560425375091,0.6606888120836248,0.6727423133857
2024-09-13,0.6758135127728998,0.7126248263890156,0.6711252613007216,0.7065053336934302
2024-09-14,0.7031293818483949,0.7167135629396033,0.6921764772061441,0.6991111032032112
2024-09-15,0.699571513260811,0.7090456356461332,0.6670888956097866,0.6670888956097866
2024-09-16,0.6690325424480736,0.6718361182800565,0.6375228682791618,0.6390726534571934
2024-09-17,0.6443684351404381,0.725225227246552,0.6403241994507924,0.7099450311446488
2024-09-18,0.7066870106098656,0.7237860349568745,0.6775551344148953,0.7121928943293802
2024-09-19,0.7321105147404744,0.773728509208683,0.7321105147404744,0.7513503549861705
2024-09-20,0.7540594871126803,0.7999181404413828,0.7457495355388362,0.7974541795296125
2024-09-21,0.7975286761759973,0.8075343152125608,0.7756062395473401,0.8000520270056872
2024-09-22,0.8096529105584622,0.8096529105584622,0.7564092559689235,0.7818820917027097
2024-09-23,0.7666388870692025,0.8204760964193716,0.7666388870692025,0.8204760964193716
2024-09-24,0.8243181181675352,0.8466785607251617,0.8089135544048498,0.8466785607251617
2024-09-25,0.848547979203901,0.8884736748167297,0.8418969282297778,0.8714341416745068
2024-09-26,0.866716094030321,0.9393229151799459,0.860226753997249,0.9190368253945053
2024-09-27,0.9281835599041806,0.9706466590644621,0.9281835599041806,0.9579142342307942
2024-09-28,0.947552025724885,0.9571208690327713,0.8881753658530461,0.8908083879987192
2024-09-29,0.896791678168335,0.9180737383226157,0.8618802637953437,0.9165164033188116
2024-09-30,0.9123296605355198,0.9197340182883136,0.8512530955782522,0.8512530955782522
2024-10-01,0.8438852444108481,0.8820602070847738,0.7315723083656306,0.7315723083656306
2024-10-02,0.7322177794725849,0.8123295760169172,0.7322177794725849,0.7544878230249242
2024-10-03,0.7555037750553578,0.7927821083741978,0.6945017819481204,0.708731306354537
2024-10-04,0.7121839728660081,0.7574116533831163,0.7081755141194249,0.7430436635412666
2024-10-05,0.7432754071950255,0.7559242730677235,0.7115108976496695,0.7272761535215356
2024-10-06,0.7213994366749391,0.7523014970997393,0.720529818270431,0.7450399584212827
